name1,name2,discovery date,uniport1,uniport2,id1,id2,time
SRC,RAF1,"datetime(1994, 7, 1, 0, 0)",P12931,P04049,107525,103651,1994
HSP90AA1,FGR,"datetime(1994, 8, 2, 0, 0)",P07900,P09769,103493,101691,1994
RAPGEF1,GRB2,"datetime(1994, 4, 12, 0, 0)",Q13905,P62993,102074,113112,1994
PZP,TGFB1,"datetime(1994, 4, 15, 0, 0)",P20742,P01137,115764,102253,1994
SOS1,SHC1,"datetime(1994, 9, 1, 0, 0)",Q07889,P29353,114975,109781,1994
LYN,CDK1,"datetime(1994, 8, 12, 0, 0)",P07948,P06493,102912,107105,1994
ARF1,ARF1,"datetime(1994, 12, 15, 0, 0)",P84077,P84077,106217,106217,1994
BNIP2,BCL2,"datetime(1994, 10, 21, 0, 0)",Q12982,P10415,100353,109222,1994
TP53,GTF2H1,"datetime(1994, 10, 1, 0, 0)",P04637,P32780,114765,109690,1994
SYK,CSF3R,"datetime(1994, 5, 24, 0, 0)",P43405,Q99062,114134,104511,1994
CSNK2A1,IFRD1,"datetime(1994, 12, 20, 0, 0)",P68400,O00458,110721,106672,1994
DARS,EEF1A1,"datetime(1994, 12, 30, 0, 0)",P14868,P68104,115765,107332,1994
MCF2L,RAC1,"datetime(1994, 10, 17, 0, 0)",O15068,P63000,108486,104701,1994
MEP1A,FN1,"datetime(1994, 9, 1, 0, 0)",Q16819,P02751,101601,104307,1994
BMP4,BMPR1A,"datetime(1994, 6, 24, 0, 0)",P12644,P36894,114629,111063,1994
FCGR1A,HCK,"datetime(1994, 9, 1, 0, 0)",P12314,P08631,101639,114709,1994
GSTM2,GSTM2,"datetime(1994, 5, 20, 0, 0)",P28161,P28161,104989,104989,1994
PRKCA,NCF1,"datetime(1994, 9, 23, 0, 0)",P17252,P14598,107106,104372,1994
GALR1,GAL,"datetime(1994, 10, 11, 0, 0)",P47211,P22466,106084,113624,1994
NCF1,CSNK2B,"datetime(1994, 9, 23, 0, 0)",P14598,P67870,104372,113204,1994
GADD45A,PCNA,"datetime(1994, 11, 25, 0, 0)",P24522,P12004,109675,111379,1994
DSP,KRT5,"datetime(1994, 11, 1, 0, 0)",P15924,P13647,101411,109653,1994
IL16,IL16,"datetime(1994, 5, 24, 0, 0)",Q14005,Q14005,100287,100287,1994
TGFB2,TGFBR2,"datetime(1994, 2, 1, 0, 0)",P61812,P37173,103351,111843,1994
TOM1L1,GRB2,"datetime(1994, 6, 1, 0, 0)",O75674,P62993,111599,113112,1994
TGFB3,TGFBR2,"datetime(1994, 2, 1, 0, 0)",P10600,P37173,100712,111843,1994
PTPN1,GSK3B,"datetime(1994, 5, 20, 0, 0)",P18031,P49841,109850,111112,1994
IL15,IL2RB,"datetime(1994, 6, 15, 0, 0)",P40933,P14784,102322,103935,1994
PRKACA,PKIA,"datetime(1994, 7, 8, 0, 0)",P17612,P61925,101383,106029,1994
SRF,GTF2F1,"datetime(1994, 2, 4, 0, 0)",P11831,P35269,107795,112170,1994
TAL2,LMO2,"datetime(1994, 10, 17, 0, 0)",Q16559,P25791,116334,104853,1994
CBL,CBL,"datetime(1994, 8, 26, 0, 0)",P22681,P22681,107136,107136,1994
IL3,CSF2RB,"datetime(1994, 11, 1, 0, 0)",P08700,P32927,115950,104297,1994
SHC1,ABL1,"datetime(1994, 2, 15, 0, 0)",P29353,P00519,109781,104641,1994
TAL1,LMO1,"datetime(1994, 8, 30, 0, 0)",P17542,P25800,104008,108993,1994
RAB5A,CHML,"datetime(1994, 1, 21, 0, 0)",P20339,P26374,112379,115819,1994
ACR,SERPINA5,"datetime(1994, 8, 1, 0, 0)",P10323,P05154,109963,107597,1994
RB1,SMARCA4,"datetime(1994, 10, 7, 0, 0)",P06400,P51532,101623,108198,1994
BMP7,BMPR1B,"datetime(1994, 6, 24, 0, 0)",P18075,O00238,110403,104897,1994
PIK3R1,LTK,"datetime(1994, 10, 1, 0, 0)",P27986,P29376,105291,101240,1994
SOS1,ANXA2,"datetime(1994, 3, 25, 0, 0)",Q07889,P07355,114975,101594,1994
BCR,GRB2,"datetime(1994, 2, 15, 0, 0)",P11274,P62993,112391,113112,1994
SF3A3,SF3A1,"datetime(1994, 7, 5, 0, 0)",Q12874,Q15459,103582,109639,1994
PIK3R1,PIK3R1,"datetime(1994, 1, 21, 0, 0)",P27986,P27986,105291,105291,1994
KDM5A,RBL1,"datetime(1994, 11, 1, 0, 0)",P29375,P28749,103598,115645,1994
NR3C1,CALR,"datetime(1994, 2, 3, 0, 0)",P04150,P27797,109148,102746,1994
TRAF3,CD40,"datetime(1994, 12, 2, 0, 0)",Q13114,P25942,102581,115912,1994
LYN,BTK,"datetime(1994, 8, 16, 0, 0)",P07948,Q06187,102912,103269,1994
VAV1,HNRNPK,"datetime(1994, 8, 12, 0, 0)",P15498,P61978,110105,110874,1994
ABL1,PIK3R1,"datetime(1994, 1, 21, 0, 0)",P00519,P27986,104641,105291,1994
H1F0,CDK1,"datetime(1994, 7, 22, 0, 0)",P07305,P06493,113332,107105,1994
BGN,TGFB1,"datetime(1994, 9, 1, 0, 0)",P21810,P01137,115242,102253,1994
LMO1,TAL2,"datetime(1994, 10, 17, 0, 0)",P25800,Q16559,108993,116334,1994
GNAI2,C5AR1,"datetime(1994, 7, 1, 0, 0)",P04899,P21730,115415,109682,1994
DAG1,LAMA2,"datetime(1994, 9, 19, 0, 0)",Q14118,P24043,106152,111005,1994
HSPD1,GLUL,"datetime(1994, 11, 25, 0, 0)",P10809,P15104,114322,101341,1994
KPNA2,RAG1,"datetime(1994, 6, 21, 0, 0)",P52292,P15918,110088,105147,1994
SHC1,ZAP70,"datetime(1994, 11, 25, 0, 0)",P29353,P43403,109781,114135,1994
CDK6,CDKN2C,"datetime(1994, 12, 15, 0, 0)",Q00534,P42773,100127,108569,1994
GRIK2,GRIA1,"datetime(1994, 1, 14, 0, 0)",Q13002,P42261,101293,101430,1994
TAF1A,TAF1C,"datetime(1994, 12, 23, 0, 0)",Q15573,Q15572,100008,100009,1994
POMC,MC5R,"datetime(1994, 5, 16, 0, 0)",P01189,P33032,107809,105346,1994
PLCG1,LTK,"datetime(1994, 10, 1, 0, 0)",P19174,P29376,101146,101240,1994
STAT1,IFNGR1,"datetime(1994, 4, 1, 0, 0)",P42224,P15260,100815,113041,1994
RAB6A,CHM,"datetime(1994, 1, 21, 0, 0)",P20340,P24386,109266,103740,1994
ABL1,CRK,"datetime(1994, 5, 15, 0, 0)",P00519,P46108,104641,114441,1994
LRP2,LRPAP1,"datetime(1994, 4, 12, 0, 0)",P98164,P30533,103196,110164,1994
RAB1A,CHML,"datetime(1994, 1, 21, 0, 0)",P62820,P26374,100372,115819,1994
ABL1,GRB2,"datetime(1994, 4, 1, 0, 0)",P00519,P62993,104641,113112,1994
ZHX2,IDE,"datetime(1994, 8, 12, 0, 0)",Q9Y6X8,P14735,113274,115086,1994
MAX,MXI1,"datetime(1994, 10, 21, 0, 0)",P61244,P50539,103544,111390,1994
CDKN1A,PCNA,"datetime(1994, 6, 16, 0, 0)",P38936,P12004,113330,111379,1994
ZAP70,VAV1,"datetime(1994, 12, 23, 0, 0)",P43403,P15498,114135,110105,1994
TNNC1,TNNI3,"datetime(1994, 11, 1, 0, 0)",P63316,P19429,111500,108909,1994
GTF2B,TBP,"datetime(1994, 6, 24, 0, 0)",Q00403,P20226,114541,107088,1994
RB1,RB1,"datetime(1994, 1, 14, 0, 0)",P06400,P06400,101623,101623,1994
GH1,PRLR,"datetime(1994, 12, 1, 0, 0)",P01241,P16471,113553,111787,1994
EGFR,SHC1,"datetime(1994, 1, 4, 0, 0)",P00533,P29353,112630,109781,1994
ELANE,SERPINA3,"datetime(1994, 6, 21, 0, 0)",P08246,P01011,115490,112504,1994
TAF10,TAF1,"datetime(1994, 10, 7, 0, 0)",Q12962,P21675,108986,112461,1994
CEACAM6,CEACAM1,"datetime(1994, 7, 1, 0, 0)",P40199,P13688,103818,110194,1994
IL3,IL3RA,"datetime(1994, 11, 1, 0, 0)",P08700,P26951,115950,113988,1994
CSRP1,CSRP1,"datetime(1994, 10, 25, 0, 0)",P21291,P21291,109602,109602,1994
CHM,RAB3A,"datetime(1994, 1, 21, 0, 0)",P24386,P20336,103740,112374,1994
PPBP,CXCR2,"datetime(1994, 6, 1, 0, 0)",P02775,P25025,112304,110955,1994
ZAP70,ZAP70,"datetime(1994, 11, 25, 0, 0)",P43403,P43403,114135,114135,1994
NCF1,NCF1,"datetime(1994, 10, 25, 0, 0)",P14598,P14598,104372,104372,1994
RAF1,YWHAB,"datetime(1994, 9, 16, 0, 0)",P04049,P31946,103651,110604,1994
CRK,ABL2,"datetime(1994, 5, 15, 0, 0)",P46108,P42684,114441,112954,1994
TGFBR3,TGFB2,"datetime(1994, 7, 19, 0, 0)",Q03167,P61812,101059,103351,1994
TRAF2,TRAF1,"datetime(1994, 8, 26, 0, 0)",Q12933,Q13077,105243,112197,1994
CDK6,CCND3,"datetime(1994, 3, 1, 0, 0)",Q00534,P30281,100127,100204,1994
RPH3A,GCH1,"datetime(1994, 12, 15, 0, 0)",Q9Y2J0,P30793,112856,114043,1994
PTPN21,SRC,"datetime(1994, 8, 2, 0, 0)",Q16825,P12931,102141,107525,1994
TBP,TAF1A,"datetime(1994, 12, 23, 0, 0)",P20226,Q15573,107088,100008,1994
ATF2,ATF2,"datetime(1994, 7, 1, 0, 0)",P15336,P15336,101223,101223,1994
RPL5,MDM2,"datetime(1994, 11, 1, 0, 0)",P46777,Q00987,111880,106304,1994
TRAF1,CD40,"datetime(1994, 12, 2, 0, 0)",Q13077,P25942,112197,115912,1994
TNFRSF1B,TRAF2,"datetime(1994, 8, 26, 0, 0)",P20333,Q12933,112376,105243,1994
HCK,BTK,"datetime(1994, 8, 16, 0, 0)",P08631,Q06187,114709,103269,1994
PRL,PRLR,"datetime(1994, 12, 1, 0, 0)",P01236,P16471,100067,111787,1994
TRAF1,TRAF1,"datetime(1994, 8, 26, 0, 0)",Q13077,Q13077,112197,112197,1994
COL2A1,ITGA2B,"datetime(1994, 4, 1, 0, 0)",P02458,P08514,105413,104496,1994
LMO1,LYL1,"datetime(1994, 10, 17, 0, 0)",P25800,P12980,108993,114051,1994
BTK,FYN,"datetime(1994, 8, 16, 0, 0)",Q06187,P06241,103269,109836,1994
JUP,DSC1,"datetime(1994, 11, 8, 0, 0)",P14923,Q08554,106662,104643,1994
JAK1,IL2RB,"datetime(1994, 7, 19, 0, 0)",P23458,P14784,107364,103935,1994
CDK1,LMNB1,"datetime(1994, 7, 22, 0, 0)",P06493,P20700,107105,116387,1994
CRP,APCS,"datetime(1994, 4, 1, 0, 0)",P02741,P02743,108701,108700,1994
HLA-DRA,HLA-DRB1,"datetime(1994, 3, 17, 0, 0)",P01903,P04229,103621,115649,1994
E2F4,RB1,"datetime(1994, 11, 15, 0, 0)",Q16254,P06400,110767,101623,1994
JAK2,IL2RG,"datetime(1994, 7, 19, 0, 0)",O60674,P31785,103401,111834,1994
RBL1,E2F4,"datetime(1994, 11, 15, 0, 0)",P28749,Q16254,115645,110767,1994
BCL2,BNIP3,"datetime(1994, 10, 21, 0, 0)",P10415,Q12983,109222,100352,1994
C5AR1,GNAI3,"datetime(1994, 7, 1, 0, 0)",P21730,P08754,109682,113326,1994
PTPN11,KIT,"datetime(1994, 10, 7, 0, 0)",Q06124,P10721,110411,115140,1994
GTF2H2,GTF2H1,"datetime(1994, 5, 15, 0, 0)",Q13888,P32780,113492,109690,1994
TAF1C,TAF1B,"datetime(1994, 12, 23, 0, 0)",Q15572,Q53T94,100009,105005,1994
UBC,UBC,"datetime(1994, 2, 18, 0, 0)",P0CG48,P0CG48,106138,106138,1994
RAF1,YWHAZ,"datetime(1994, 9, 16, 0, 0)",P04049,P63104,103651,111046,1994
ABL1,CRKL,"datetime(1994, 4, 1, 0, 0)",P00519,P46109,104641,114440,1994
SRF,SRFBP1,"datetime(1994, 9, 16, 0, 0)",P11831,Q8NEF9,107795,107672,1994
PZP,TGFB2,"datetime(1994, 4, 15, 0, 0)",P20742,P61812,115764,103351,1994
MBL2,CALR,"datetime(1994, 9, 1, 0, 0)",P11226,P27797,108750,102746,1994
DAG1,AGRN,"datetime(1994, 6, 3, 0, 0)",Q14118,O00468,106152,114444,1994
CD3D,CANX,"datetime(1994, 1, 21, 0, 0)",P04234,P27824,103319,106091,1994
CSNK1A1L,TNFRSF1B,"datetime(1994, 8, 5, 0, 0)",Q8N752,P20333,109562,112376,1994
BMPR1B,BMP4,"datetime(1994, 6, 24, 0, 0)",O00238,P12644,104897,114629,1994
YWHAZ,GP1BB,"datetime(1994, 7, 15, 0, 0)",P63104,P13224,111046,114080,1994
NR1I3,RXRA,"datetime(1994, 3, 1, 0, 0)",Q14994,P19793,101221,101747,1994
THOC1,RB1,"datetime(1994, 11, 1, 0, 0)",Q96FV9,P06400,112245,101623,1994
GRB2,PDGFRB,"datetime(1994, 10, 1, 0, 0)",P62993,P09619,113112,116248,1994
GTF2A1,GTF2A2,"datetime(1994, 10, 1, 0, 0)",P52655,P52657,104178,104179,1994
ELSPBP1,TAL1,"datetime(1994, 4, 12, 0, 0)",Q96BH3,P17542,113781,104008,1994
E2F4,TFDP1,"datetime(1994, 11, 15, 0, 0)",Q16254,Q14186,110767,103372,1994
PIK3R1,CD28,"datetime(1994, 3, 29, 0, 0)",P27986,P10747,105291,107752,1994
HMGB1,TBP,"datetime(1994, 6, 24, 0, 0)",P09429,P20226,116394,107088,1994
RAC1,PIK3R1,"datetime(1994, 7, 22, 0, 0)",P63000,P27986,104701,105291,1994
GHR,JAK2,"datetime(1994, 8, 26, 0, 0)",P10912,O60674,108458,103401,1994
CNTF,CNTFR,"datetime(1994, 9, 1, 0, 0)",P26441,P26992,103944,112216,1994
STAT3,STAT3,"datetime(1994, 3, 11, 0, 0)",P40763,P40763,114621,114621,1994
SRPK1,SRSF6,"datetime(1994, 6, 23, 0, 0)",Q96SB4,Q13247,101000,104074,1994
GRIN2B,GRIN1,"datetime(1994, 3, 10, 0, 0)",Q13224,Q05586,112692,114595,1994
IL7R,FYN,"datetime(1994, 7, 1, 0, 0)",P16871,P06241,115038,109836,1994
SHC1,CRK,"datetime(1994, 8, 1, 0, 0)",P29353,P46108,109781,114441,1994
PTPN11,MAPK3,"datetime(1994, 5, 24, 0, 0)",Q06124,P27361,110411,101159,1994
TBP,TAF1C,"datetime(1994, 12, 23, 0, 0)",P20226,Q15572,107088,100009,1994
ERCC1,XPA,"datetime(1994, 5, 24, 0, 0)",P07992,P23025,109031,110666,1994
RAB3A,CHML,"datetime(1994, 1, 21, 0, 0)",P20336,P26374,112374,115819,1994
PPBP,PPBP,"datetime(1994, 8, 5, 0, 0)",P02775,P02775,112304,112304,1994
IL2RG,IL15,"datetime(1994, 5, 13, 0, 0)",P31785,P40933,111834,102322,1994
HSP90AA1,HSP90AA1,"datetime(1994, 2, 1, 0, 0)",P07900,P07900,103493,103493,1994
SNRPA,SNRPA,"datetime(1994, 12, 1, 0, 0)",P09012,P09012,112338,112338,1994
FOS,TBP,"datetime(1994, 9, 1, 0, 0)",P01100,P20226,106563,107088,1994
PIK3R1,CDC42,"datetime(1994, 7, 22, 0, 0)",P27986,P60953,105291,110613,1994
SYK,MS4A2,"datetime(1994, 9, 2, 0, 0)",P43405,Q01362,114134,109573,1994
GRB2,PTPN11,"datetime(1994, 7, 19, 0, 0)",P62993,Q06124,113112,110411,1994
VAV1,CD19,"datetime(1994, 12, 23, 0, 0)",P15498,P15391,110105,110917,1994
KLK3,SERPINA5,"datetime(1994, 2, 15, 0, 0)",P07288,P05154,108142,107597,1994
CYBA,NCF1,"datetime(1994, 10, 25, 0, 0)",P13498,P14598,113020,104372,1994
DAG1,DAG1,"datetime(1994, 6, 3, 0, 0)",Q14118,Q14118,106152,106152,1994
APOD,APOD,"datetime(1994, 10, 18, 0, 0)",P05090,P05090,107458,107458,1994
PPP1R2,PPP1CC,"datetime(1994, 2, 28, 0, 0)",P41236,P36873,115372,103075,1994
AGTR2,AGT,"datetime(1994, 5, 16, 0, 0)",P50052,P01019,106785,112502,1994
GRB2,PTPRA,"datetime(1994, 7, 1, 0, 0)",P62993,P18433,113112,100911,1994
HCLS1,CD79A,"datetime(1994, 4, 1, 0, 0)",P14317,P11912,112178,101369,1994
TNFRSF1B,TRAF1,"datetime(1994, 8, 26, 0, 0)",P20333,Q13077,112376,112197,1994
TPI1,TPI1,"datetime(1994, 5, 1, 0, 0)",P60174,P60174,108682,108682,1994
PTPRC,CD79A,"datetime(1994, 6, 24, 0, 0)",P08575,P11912,111903,101369,1994
PLCG1,GNB2L1,"datetime(1994, 1, 18, 0, 0)",P19174,P63244,101146,101461,1994
JAK1,STAT3,"datetime(1994, 1, 7, 0, 0)",P23458,P40763,107364,114621,1994
RELA,NR3C1,"datetime(1994, 1, 18, 0, 0)",Q04206,P04150,116233,109148,1994
GTF2A2,TBP,"datetime(1994, 10, 1, 0, 0)",P52657,P20226,104179,107088,1994
CDK9,RB1,"datetime(1994, 4, 26, 0, 0)",P50750,P06400,106079,101623,1994
PLCG1,SRC,"datetime(1994, 3, 25, 0, 0)",P19174,P12931,101146,107525,1994
RAF1,LTK,"datetime(1994, 10, 1, 0, 0)",P04049,P29376,103651,101240,1994
CREB1,CREBBP,"datetime(1994, 7, 21, 0, 0)",P16220,Q92793,111635,107061,1994
RAPGEF1,CRK,"datetime(1994, 4, 12, 0, 0)",Q13905,P46108,102074,114441,1994
CCL4,CCL4,"datetime(1994, 3, 25, 0, 0)",P13236,P13236,101772,101772,1994
CHM,RAB5A,"datetime(1994, 1, 21, 0, 0)",P24386,P20339,103740,112379,1994
PAK1,RAC1,"datetime(1994, 1, 6, 0, 0)",Q13153,P63000,103174,104701,1994
CDC42,PAK1,"datetime(1994, 1, 6, 0, 0)",P60953,Q13153,110613,103174,1994
JAK2,KIT,"datetime(1994, 12, 16, 0, 0)",O60674,P10721,103401,115140,1994
CAMLG,PPIB,"datetime(1994, 9, 22, 0, 0)",P49069,P23284,115930,116075,1994
JAK2,JAK2,"datetime(1994, 7, 19, 0, 0)",O60674,O60674,103401,103401,1994
