name1,name2,discovery date,uniport1,uniport2,id1,id2,time
POLA2,PARP1,"datetime(1998, 4, 15, 0, 0)",Q14181,P09874,103360,113437,1998
CAV1,RHOA,"datetime(1998, 6, 29, 0, 0)",Q03135,P61586,113940,114365,1998
PBX2,PKNOX1,"datetime(1998, 3, 2, 0, 0)",P40425,P55347,100033,104605,1998
TBP,RNF4,"datetime(1998, 9, 1, 0, 0)",P20226,P78317,107088,115346,1998
RBBP7,SAP30,"datetime(1998, 6, 1, 0, 0)",Q16576,O75446,107735,108276,1998
UBC,UBE2K,"datetime(1998, 12, 25, 0, 0)",P0CG48,P61086,106138,102661,1998
CDK3,CCNE2,"datetime(1998, 11, 26, 0, 0)",Q00526,O96020,112287,111758,1998
RAB4A,RABEP1,"datetime(1998, 4, 1, 0, 0)",P20338,Q15276,108057,115596,1998
KLK2,SERPINA3,"datetime(1998, 1, 1, 0, 0)",P20151,P01011,108855,112504,1998
HIST2H2AC,RBBP4,"datetime(1998, 1, 15, 0, 0)",Q16777,Q09028,107406,106420,1998
HCLS1,GRB2,"datetime(1998, 7, 15, 0, 0)",P14317,P62993,112178,113112,1998
LAT,SH3BP2,"datetime(1998, 11, 1, 0, 0)",O43561,P78314,111182,115345,1998
NFATC2,EP300,"datetime(1998, 6, 15, 0, 0)",Q13469,Q09472,110012,101265,1998
TMED9,COPG1,"datetime(1998, 2, 23, 0, 0)",Q9BVK6,Q9Y678,110810,105246,1998
TNNT1,TNNT1,"datetime(1998, 2, 3, 0, 0)",P13805,P13805,112880,112880,1998
PLTP,APOA2,"datetime(1998, 1, 1, 0, 0)",P55058,P02652,103686,102718,1998
JAK1,IGF1R,"datetime(1998, 3, 1, 0, 0)",P23458,P08069,107364,104790,1998
TNP1,PRKACG,"datetime(1998, 11, 27, 0, 0)",P09430,P22612,112010,112559,1998
PIGC,PIGQ,"datetime(1998, 2, 16, 0, 0)",Q92535,Q9BRB3,112367,113021,1998
BUB3,BUB1,"datetime(1998, 7, 13, 0, 0)",O43684,O43683,112822,112821,1998
ARNTL,NPAS2,"datetime(1998, 5, 12, 0, 0)",O00327,Q99743,114980,115682,1998
CD2,FYN,"datetime(1998, 7, 31, 0, 0)",P06729,P06241,101902,109836,1998
CCNE1,CDK4,"datetime(1998, 8, 1, 0, 0)",P24864,P11802,115243,112005,1998
TRRAP,E2F1,"datetime(1998, 8, 7, 0, 0)",Q9Y4A5,Q01094,103915,105610,1998
SCN5A,SNTB1,"datetime(1998, 1, 1, 0, 0)",Q14524,Q13884,116121,113489,1998
ACVR1,SMAD5,"datetime(1998, 10, 2, 0, 0)",Q04771,Q99717,111733,103932,1998
PRKDC,KAT2A,"datetime(1998, 3, 1, 0, 0)",P78527,Q92830,115196,108391,1998
MYOD1,NR2F2,"datetime(1998, 12, 1, 0, 0)",P15172,P24468,106162,114858,1998
HSPA4,HSBP1,"datetime(1998, 7, 1, 0, 0)",P34932,O75506,105082,115183,1998
NEDD4L,UBE2L3,"datetime(1998, 5, 15, 0, 0)",Q96PU5,P68036,114059,109415,1998
ORC4,ORC5,"datetime(1998, 10, 16, 0, 0)",O43929,O43913,112646,100378,1998
NCF2,RAC1,"datetime(1998, 6, 18, 0, 0)",P19878,P63000,106069,104701,1998
SDC3,CTTN,"datetime(1998, 4, 24, 0, 0)",O75056,Q14247,114015,100506,1998
PPP1R10,PPP1CA,"datetime(1998, 2, 13, 0, 0)",Q96QC0,P62136,110993,109498,1998
P2RY2,SLC9A3R1,"datetime(1998, 7, 21, 0, 0)",P41231,O14745,115368,108809,1998
HIST1H1A,EP300,"datetime(1998, 9, 15, 0, 0)",Q02539,Q09472,112044,101265,1998
TRAF1,MAP3K5,"datetime(1998, 9, 1, 0, 0)",Q13077,Q99683,112197,108747,1998
KPNB1,KPNA3,"datetime(1998, 1, 20, 0, 0)",Q14974,O00505,110318,100236,1998
ZBTB16,SIN3B,"datetime(1998, 5, 14, 0, 0)",Q05516,O75182,109177,108742,1998
ABL1,DOK2,"datetime(1998, 2, 27, 0, 0)",P00519,O60496,104641,106640,1998
BCL2A1,BCL2L11,"datetime(1998, 9, 1, 0, 0)",Q16548,O43521,103954,113290,1998
KAT2B,TADA3,"datetime(1998, 7, 10, 0, 0)",Q92831,O75528,108390,107175,1998
TRAF5,TRAF5,"datetime(1998, 8, 25, 0, 0)",O00463,O00463,102415,102415,1998
PAK4,CDC42,"datetime(1998, 11, 16, 0, 0)",O96013,P60953,108139,110613,1998
APOB,SEC61B,"datetime(1998, 5, 8, 0, 0)",P04114,P60468,109691,113589,1998
SDC3,TUBA1A,"datetime(1998, 4, 24, 0, 0)",O75056,Q71U36,114015,104755,1998
PPP2R2A,TGFBR1,"datetime(1998, 11, 1, 0, 0)",P63151,P36897,114790,111065,1998
PRKCB,CASR,"datetime(1998, 8, 14, 0, 0)",P05771,P41180,107209,111041,1998
TP53,KAT2B,"datetime(1998, 9, 15, 0, 0)",P04637,Q92831,114765,108390,1998
OGDH,DLST,"datetime(1998, 9, 11, 0, 0)",Q02218,P36957,101319,110020,1998
MAPK1,PTPN5,"datetime(1998, 12, 15, 0, 0)",P28482,P54829,108691,103172,1998
TMED9,COPA,"datetime(1998, 2, 23, 0, 0)",Q9BVK6,P53621,110810,114472,1998
MDM2,CDKN2A,"datetime(1998, 3, 20, 0, 0)",Q00987,Q8N726,106304,113853,1998
MUC7,SELL,"datetime(1998, 4, 7, 0, 0)",Q8TAX7,P14151,115985,110260,1998
PARP1,CASP7,"datetime(1998, 12, 9, 0, 0)",P09874,P55210,113437,115886,1998
PLA2G4B,CASP3,"datetime(1998, 12, 9, 0, 0)",P0C869,P42574,100969,112941,1998
MYD88,MYD88,"datetime(1998, 5, 15, 0, 0)",Q99836,Q99836,106712,106712,1998
PPP3CA,CABIN1,"datetime(1998, 6, 1, 0, 0)",Q08209,Q9Y6J0,103158,100638,1998
PSMD7,VPRBP,"datetime(1998, 3, 31, 0, 0)",P51665,Q9Y4B6,114397,116293,1998
SNAP29,STX1A,"datetime(1998, 12, 18, 0, 0)",O95721,Q16623,113470,101479,1998
PEX5,DDO,"datetime(1998, 12, 1, 0, 0)",P50542,Q99489,111289,107208,1998
TAF15,SF1,"datetime(1998, 7, 17, 0, 0)",Q92804,Q15637,112042,106032,1998
SMARCE1,SMARCC2,"datetime(1998, 11, 25, 0, 0)",Q969G3,Q8TAQ2,107840,110852,1998
CDC42,RAC1,"datetime(1998, 1, 2, 0, 0)",P60953,P63000,110613,104701,1998
GTF2E2,GTF2E2,"datetime(1998, 7, 31, 0, 0)",P29084,P29084,112469,112469,1998
RARA,BAG1,"datetime(1998, 7, 3, 0, 0)",P10276,Q99933,114548,105765,1998
LDLR,DAB1,"datetime(1998, 12, 11, 0, 0)",P01130,O75553,102249,113767,1998
MED21,CDK8,"datetime(1998, 9, 1, 0, 0)",Q13503,P49336,109752,106739,1998
POLR2A,KAT2B,"datetime(1998, 9, 1, 0, 0)",P24928,Q92831,108908,108390,1998
MAP3K4,MAP2K6,"datetime(1998, 12, 15, 0, 0)",Q9Y6R4,P52564,106362,109016,1998
MAP4K1,CRK,"datetime(1998, 10, 15, 0, 0)",Q92918,P46108,101401,114441,1998
AGA,AGA,"datetime(1998, 9, 25, 0, 0)",P20933,P20933,108343,108343,1998
TMED10,COPG1,"datetime(1998, 2, 23, 0, 0)",P49755,Q9Y678,110169,105246,1998
PIK3R1,KIR2DL1,"datetime(1998, 9, 29, 0, 0)",P27986,P43626,105291,105299,1998
TMED3,SEC23A,"datetime(1998, 2, 23, 0, 0)",Q9Y3Q3,Q15436,109280,101630,1998
PTPN11,CSF3R,"datetime(1998, 11, 19, 0, 0)",Q06124,Q99062,110411,104511,1998
VEGFB,FLT1,"datetime(1998, 9, 29, 0, 0)",P49765,P17948,104064,116555,1998
CDC20,MAD2L1,"datetime(1998, 6, 15, 0, 0)",Q12834,Q13257,104128,116480,1998
SNTA1,SCN5A,"datetime(1998, 1, 1, 0, 0)",Q13424,Q14524,109467,116121,1998
SNX2,LEPR,"datetime(1998, 12, 1, 0, 0)",O60749,P48357,114296,114488,1998
YTHDC1,TRA2B,"datetime(1998, 1, 1, 0, 0)",Q96MU7,P62995,104245,113113,1998
EPHB3,MLLT4,"datetime(1998, 8, 18, 0, 0)",P54753,P55196,102593,103543,1998
CDC42BPA,CDC42,"datetime(1998, 1, 1, 0, 0)",Q5VT25,P60953,102276,110613,1998
ESR1,MVP,"datetime(1998, 6, 15, 0, 0)",P03372,Q14764,102503,112209,1998
ATF2,UBE2I,"datetime(1998, 3, 6, 0, 0)",P15336,P63279,101223,105209,1998
CCL8,CCR5,"datetime(1998, 2, 20, 0, 0)",P80075,P51681,102822,107601,1998
NRP1,VEGFA,"datetime(1998, 3, 20, 0, 0)",O14786,P15692,110448,114634,1998
TP53,PPP4C,"datetime(1998, 12, 11, 0, 0)",P04637,P60510,114765,112060,1998
HAT1,HIST2H2AC,"datetime(1998, 1, 15, 0, 0)",O14929,Q16777,104558,107406,1998
HNF1B,ATF1,"datetime(1998, 8, 1, 0, 0)",P35680,P18846,110882,100761,1998
EIF3D,EIF3G,"datetime(1998, 11, 27, 0, 0)",O15371,O75821,115337,103160,1998
ISL2,LHX3,"datetime(1998, 2, 6, 0, 0)",Q96A47,Q9UBR4,110151,114212,1998
MNAT1,GTF2H1,"datetime(1998, 12, 18, 0, 0)",P51948,P32780,107426,109690,1998
MAP3K1,MAP4K2,"datetime(1998, 8, 28, 0, 0)",Q13233,Q12851,108449,111551,1998
DOCK1,RAC1,"datetime(1998, 11, 1, 0, 0)",Q14185,P63000,103369,104701,1998
CD72,SYK,"datetime(1998, 5, 15, 0, 0)",P21854,P43405,114622,114134,1998
FYN,MCAM,"datetime(1998, 10, 9, 0, 0)",P06241,P43121,109836,115521,1998
TROAP,TRO,"datetime(1998, 4, 28, 0, 0)",Q12815,Q12816,112148,112150,1998
PRDM2,PRDM2,"datetime(1998, 6, 26, 0, 0)",Q13029,Q13029,100477,100477,1998
RGS4,GNAI2,"datetime(1998, 7, 17, 0, 0)",P49798,P04899,108517,115415,1998
JUP,EGFR,"datetime(1998, 4, 10, 0, 0)",P14923,P00533,106662,112630,1998
ACTL6A,SMARCE1,"datetime(1998, 11, 25, 0, 0)",O96019,Q969G3,108144,107840,1998
TAF9,KAT2B,"datetime(1998, 7, 10, 0, 0)",Q16594,Q92831,115710,108390,1998
CD247,TRAT1,"datetime(1998, 8, 3, 0, 0)",P20963,Q6PIZ9,113203,108941,1998
CTBP2,ZFPM1,"datetime(1998, 9, 1, 0, 0)",P56545,Q8IX07,104284,110842,1998
DOK1,NCK2,"datetime(1998, 9, 25, 0, 0)",Q99704,O43639,116304,109707,1998
CXCL9,CXCR3,"datetime(1998, 6, 15, 0, 0)",Q07325,P49682,105687,115750,1998
CCL14,CCR1,"datetime(1998, 8, 3, 0, 0)",Q16627,P32246,101477,116422,1998
RPP40,POP7,"datetime(1998, 4, 1, 0, 0)",O75818,O75817,107462,107468,1998
RANGAP1,SUMO1,"datetime(1998, 2, 6, 0, 0)",P46060,P63165,112793,101887,1998
HLA-G,HLA-G,"datetime(1998, 4, 1, 0, 0)",P17693,P17693,100234,100234,1998
MYCBP2,MYC,"datetime(1998, 8, 4, 0, 0)",O75592,P01106,110224,106562,1998
NSD1,ESR1,"datetime(1998, 6, 15, 0, 0)",Q96L73,P03372,108818,102503,1998
CD247,ATXN2,"datetime(1998, 5, 15, 0, 0)",P20963,Q99700,113203,116307,1998
HIST1H2BK,HIRA,"datetime(1998, 9, 1, 0, 0)",O60814,P54198,108522,112996,1998
A2M,APOE,"datetime(1998, 12, 1, 0, 0)",P01023,P02649,108859,115003,1998
PSMD1,RANBP2,"datetime(1998, 9, 18, 0, 0)",Q99460,P49792,114617,108515,1998
GALNT1,SEC23A,"datetime(1998, 2, 23, 0, 0)",Q10472,Q15436,110094,101630,1998
CD82,CD53,"datetime(1998, 12, 1, 0, 0)",P27701,P19397,116274,107103,1998
MAP2K4,MAP3K1,"datetime(1998, 11, 1, 0, 0)",P45985,Q13233,111090,108449,1998
POLR2E,TAF15,"datetime(1998, 3, 1, 0, 0)",P19388,Q92804,111341,112042,1998
ADRB2,GRK6,"datetime(1998, 11, 17, 0, 0)",P07550,P43250,109244,116091,1998
NFE2,WWP1,"datetime(1998, 9, 29, 0, 0)",Q16621,Q9H0M0,101481,103270,1998
CCL7,CXCR3,"datetime(1998, 7, 17, 0, 0)",P80098,P49682,109069,115750,1998
RAD50,NBN,"datetime(1998, 8, 21, 0, 0)",Q92878,O60934,113465,102935,1998
KAT2B,TAF15,"datetime(1998, 12, 1, 0, 0)",Q92831,Q92804,108390,112042,1998
WASF1,PFN1,"datetime(1998, 12, 1, 0, 0)",Q92558,P07737,104982,103884,1998
CRKL,STAT5A,"datetime(1998, 7, 15, 0, 0)",P46109,P42229,114440,104855,1998
COL4A1,NID1,"datetime(1998, 9, 11, 0, 0)",P02462,P14543,109104,116182,1998
RAB6A,KIF20A,"datetime(1998, 1, 23, 0, 0)",P20340,O95235,109266,113664,1998
ATM,RPA2,"datetime(1998, 9, 1, 0, 0)",Q13315,P15927,115411,101410,1998
GFRA3,ARTN,"datetime(1998, 12, 1, 0, 0)",O60609,Q5T4W7,108537,113358,1998
ERBB3,GRB7,"datetime(1998, 3, 27, 0, 0)",P21860,Q14451,110297,101006,1998
SPI1,IRF1,"datetime(1998, 5, 29, 0, 0)",P17947,P10914,116553,108455,1998
CALCRL,CALCA,"datetime(1998, 5, 28, 0, 0)",Q16602,P06881,110038,108156,1998
AKAP5,PPP3CA,"datetime(1998, 10, 16, 0, 0)",P24588,Q08209,116549,103158,1998
ATF1,CSNK2A2,"datetime(1998, 8, 15, 0, 0)",P18846,P19784,100761,106059,1998
DMC1,RPA1,"datetime(1998, 12, 1, 0, 0)",Q14565,P27694,100085,104322,1998
INPPL1,SHC1,"datetime(1998, 7, 17, 0, 0)",O15357,P29353,106709,109781,1998
LIMK1,NRG1,"datetime(1998, 8, 7, 0, 0)",P53667,Q02297,113879,100139,1998
RB1,HDAC2,"datetime(1998, 2, 5, 0, 0)",P06400,Q92769,101623,114007,1998
PTPN12,EFS,"datetime(1998, 9, 22, 0, 0)",Q05209,O43281,110000,109857,1998
KRT8,KRT17,"datetime(1998, 6, 22, 0, 0)",P05787,Q04695,109189,105448,1998
PPL,COL17A1,"datetime(1998, 3, 1, 0, 0)",O60437,Q9UMD9,114096,104994,1998
CCR4,CCL22,"datetime(1998, 1, 16, 0, 0)",P51679,O00626,102054,106204,1998
BCL2,TMBIM6,"datetime(1998, 2, 1, 0, 0)",P10415,P55061,109222,107423,1998
ANXA6,S100A1,"datetime(1998, 9, 1, 0, 0)",P08133,P23297,109561,104089,1998
MAPK8IP1,MAPK8,"datetime(1998, 9, 11, 0, 0)",Q9UQF2,P45983,105821,111093,1998
THBS1,COL7A1,"datetime(1998, 10, 1, 0, 0)",P07996,Q02388,109033,113148,1998
TRAF5,TNFRSF11A,"datetime(1998, 8, 7, 0, 0)",O00463,Q9Y6Q6,102415,110074,1998
EFTUD2,EFTUD2,"datetime(1998, 11, 1, 0, 0)",Q15029,Q15029,100773,100773,1998
SUMO2,PML,"datetime(1998, 2, 6, 0, 0)",P61956,P29590,102300,101263,1998
CDK5,PCNA,"datetime(1998, 4, 17, 0, 0)",Q00535,P12004,100020,111379,1998
POU2F1,HMGA1,"datetime(1998, 11, 1, 0, 0)",P14859,P17096,103433,103831,1998
CREBBP,XRCC6,"datetime(1998, 3, 1, 0, 0)",Q92793,P12956,107061,115541,1998
LEPR,SNX4,"datetime(1998, 12, 1, 0, 0)",P48357,O95219,114488,105714,1998
UROD,UROD,"datetime(1998, 5, 1, 0, 0)",P06132,P06132,116262,116262,1998
CASK,SDC1,"datetime(1998, 7, 13, 0, 0)",O14936,P18827,100295,114072,1998
MAP3K14,NFKBIA,"datetime(1998, 9, 17, 0, 0)",Q99558,P25963,100691,107975,1998
UBE2I,NFKBIA,"datetime(1998, 8, 1, 0, 0)",P63279,P25963,105209,107975,1998
DNAJB1,HSF1,"datetime(1998, 3, 1, 0, 0)",P25685,Q00613,110747,106374,1998
ANAPC2,CDC20,"datetime(1998, 11, 5, 0, 0)",Q9UJX6,Q12834,106197,104128,1998
HDAC1,RUNX1T1,"datetime(1998, 12, 1, 0, 0)",Q13547,Q06455,109208,105683,1998
PIAS3,STAT3,"datetime(1998, 9, 1, 0, 0)",Q9Y6X2,P40763,113272,114621,1998
HSP90B1,FANCC,"datetime(1998, 6, 1, 0, 0)",P14625,Q00597,104999,107452,1998
NR1I2,RXRB,"datetime(1998, 9, 1, 0, 0)",O75469,P28702,116268,116279,1998
UBE2L3,HUWE1,"datetime(1998, 5, 15, 0, 0)",P68036,Q7Z6Z7,109415,105701,1998
LCP2,SHC1,"datetime(1998, 9, 1, 0, 0)",Q13094,P29353,103050,109781,1998
CHD4,RBBP7,"datetime(1998, 10, 16, 0, 0)",Q14839,Q16576,108804,107735,1998
BCR,DOK1,"datetime(1998, 11, 27, 0, 0)",P11274,Q99704,112391,116304,1998
CREBBP,CSNK2A1,"datetime(1998, 8, 15, 0, 0)",Q92793,P68400,107061,110721,1998
PTPN12,PSTPIP1,"datetime(1998, 1, 9, 0, 0)",Q05209,O43586,110000,105012,1998
LCP2,CBL,"datetime(1998, 9, 1, 0, 0)",Q13094,P22681,103050,107136,1998
KDELR1,SEC23A,"datetime(1998, 2, 23, 0, 0)",P24390,Q15436,116089,101630,1998
NCOR2,ZBTB6,"datetime(1998, 11, 12, 0, 0)",Q9Y618,Q15916,112616,109419,1998
TFAP2A,EPS15,"datetime(1998, 3, 9, 0, 0)",P05549,P42566,113563,100627,1998
HESX1,NCOR1,"datetime(1998, 9, 17, 0, 0)",Q9UBX0,O75376,114387,106442,1998
HSBP1,HSF1,"datetime(1998, 7, 1, 0, 0)",O75506,Q00613,115183,106374,1998
XPOT,RAN,"datetime(1998, 2, 1, 0, 0)",O43592,P62826,100673,100374,1998
PABPC1,EIF4G1,"datetime(1998, 12, 15, 0, 0)",P11940,Q04637,105088,112214,1998
LAT,SYK,"datetime(1998, 12, 28, 0, 0)",O43561,P43405,111182,114134,1998
SMARCC2,ACTB,"datetime(1998, 11, 25, 0, 0)",Q8TAQ2,P60709,110852,112552,1998
PRC1,CCNB1,"datetime(1998, 12, 1, 0, 0)",O43663,P14635,106026,100670,1998
SNX2,INSR,"datetime(1998, 12, 1, 0, 0)",O60749,P06213,114296,113554,1998
MAP3K10,DNM1,"datetime(1998, 10, 1, 0, 0)",Q02779,Q05193,100947,115659,1998
SGTA,SGTA,"datetime(1998, 5, 1, 0, 0)",O43765,O43765,115671,115671,1998
PKMYT1,PIN1,"datetime(1998, 3, 1, 0, 0)",Q99640,Q13526,110394,101194,1998
CASP14,CASP4,"datetime(1998, 11, 6, 0, 0)",P31944,P49662,114058,107561,1998
TNP2,PRKACA,"datetime(1998, 11, 27, 0, 0)",Q05952,P17612,105583,101383,1998
RAC1,MAP3K10,"datetime(1998, 1, 2, 0, 0)",P63000,Q02779,104701,100947,1998
PVRL2,PVRL2,"datetime(1998, 12, 15, 0, 0)",Q92692,Q92692,107492,107492,1998
RASA1,G3BP1,"datetime(1998, 7, 1, 0, 0)",P20936,Q13283,108344,105874,1998
HDAC2,HDAC2,"datetime(1998, 12, 1, 0, 0)",Q92769,Q92769,114007,114007,1998
SMARCC1,NR3C1,"datetime(1998, 5, 7, 0, 0)",Q92922,P04150,113689,109148,1998
ABL1,SPTA1,"datetime(1998, 5, 29, 0, 0)",P00519,P02549,104641,112468,1998
TAF15,TAF7,"datetime(1998, 3, 1, 0, 0)",Q92804,Q15545,112042,103705,1998
CENPE,CENPE,"datetime(1998, 10, 5, 0, 0)",Q02224,Q02224,114153,114153,1998
DLG2,MAP1A,"datetime(1998, 11, 1, 0, 0)",Q15700,P78559,108175,110853,1998
NFYA,SPI1,"datetime(1998, 7, 24, 0, 0)",P23511,P17947,107710,116553,1998
HYPK,HTT,"datetime(1998, 9, 1, 0, 0)",Q9NX55,P42858,101024,105787,1998
BCL2L11,BCL2L2,"datetime(1998, 1, 15, 0, 0)",O43521,Q92843,113290,111447,1998
KIT,LCK,"datetime(1998, 10, 15, 0, 0)",P10721,P06239,115140,100170,1998
CUL1,CDKN1A,"datetime(1998, 9, 15, 0, 0)",Q13616,P38936,111823,113330,1998
PTK2,SRC,"datetime(1998, 11, 27, 0, 0)",Q05397,P12931,100504,107525,1998
EPHA4,EFNB3,"datetime(1998, 1, 29, 0, 0)",P54764,Q15768,106305,100131,1998
CANX,F8,"datetime(1998, 4, 3, 0, 0)",P27824,P00451,106091,102446,1998
ATF1,CSNK2A1,"datetime(1998, 8, 15, 0, 0)",P18846,P68400,100761,110721,1998
BTRC,NFKBIA,"datetime(1998, 12, 10, 0, 0)",Q9Y297,P25963,100198,107975,1998
TAF11,TAF15,"datetime(1998, 3, 1, 0, 0)",Q15544,Q92804,103704,112042,1998
ARHGEF1,GNA13,"datetime(1998, 6, 26, 0, 0)",Q92888,Q14344,113261,110713,1998
STAT3,EGFR,"datetime(1998, 10, 9, 0, 0)",P40763,P00533,114621,112630,1998
GGT1,CD53,"datetime(1998, 12, 1, 0, 0)",P19440,P19397,100275,107103,1998
PIK3R2,SQSTM1,"datetime(1998, 5, 1, 0, 0)",O00459,Q13501,106673,109751,1998
DPP4,CCL5,"datetime(1998, 3, 27, 0, 0)",P27487,P13501,110104,103529,1998
TAF15,POLR2C,"datetime(1998, 3, 1, 0, 0)",Q92804,P19387,112042,111344,1998
IGFALS,IGFBP3,"datetime(1998, 1, 30, 0, 0)",P35858,P17936,114110,104166,1998
RPP30,POP7,"datetime(1998, 4, 1, 0, 0)",P78346,O75817,110355,107468,1998
TRAF3,TNFRSF9,"datetime(1998, 1, 26, 0, 0)",Q13114,Q07011,102581,112139,1998
ARF1,RALA,"datetime(1998, 7, 3, 0, 0)",P84077,P11233,106217,112980,1998
EED,EED,"datetime(1998, 10, 1, 0, 0)",O75530,O75530,111428,111428,1998
YWHAE,MAP3K2,"datetime(1998, 2, 6, 0, 0)",P62258,Q9Y2U5,103095,112479,1998
DDB2,E2F1,"datetime(1998, 1, 1, 0, 0)",Q92466,Q01094,107677,105610,1998
PMPCB,FXN,"datetime(1998, 9, 1, 0, 0)",O75439,Q16595,112493,115711,1998
CXCR3,CCL11,"datetime(1998, 7, 17, 0, 0)",P49682,P51671,115750,102057,1998
CD82,HLA-DOB,"datetime(1998, 10, 1, 0, 0)",P27701,P13765,116274,110657,1998
TNFRSF1A,JAK2,"datetime(1998, 3, 15, 0, 0)",P19438,O60674,113149,103401,1998
COL4A1,NID2,"datetime(1998, 9, 11, 0, 0)",P02462,Q14112,109104,106153,1998
SRC,MET,"datetime(1998, 12, 11, 0, 0)",P12931,P08581,107525,109976,1998
AKAP2,PRKAR2A,"datetime(1998, 3, 13, 0, 0)",Q9Y2D5,P13861,102518,105508,1998
IFI16,IFI16,"datetime(1998, 8, 25, 0, 0)",Q16666,Q16666,102038,102038,1998
RDX,MCF2,"datetime(1998, 6, 25, 0, 0)",P35241,P10911,104153,108457,1998
LIG1,PCNA,"datetime(1998, 7, 1, 0, 0)",P18858,P12004,113073,111379,1998
PPFIA1,PPFIA1,"datetime(1998, 6, 19, 0, 0)",Q13136,Q13136,110569,110569,1998
PPFIA3,PTPRG,"datetime(1998, 6, 19, 0, 0)",O75145,P23470,108162,115946,1998
EPHB3,RASA1,"datetime(1998, 7, 16, 0, 0)",P54753,P20936,102593,108344,1998
CTDP1,GTF2F1,"datetime(1998, 10, 16, 0, 0)",Q9Y5B0,P35269,104389,112170,1998
LEPR,PTPN11,"datetime(1998, 5, 26, 0, 0)",P48357,Q06124,114488,110411,1998
MDM2,CREBBP,"datetime(1998, 10, 1, 0, 0)",Q00987,Q92793,106304,107061,1998
CDK2,CCNE2,"datetime(1998, 11, 26, 0, 0)",P24941,O96020,116323,111758,1998
IGBP1,PPP2CB,"datetime(1998, 6, 29, 0, 0)",P78318,P62714,115348,112889,1998
YWHAZ,KRT18,"datetime(1998, 4, 1, 0, 0)",P63104,P05783,111046,109192,1998
GOPC,CLCN3,"datetime(1998, 12, 1, 0, 0)",Q9HD26,P51790,104408,113500,1998
KRT18,YWHAQ,"datetime(1998, 4, 1, 0, 0)",P05783,P27348,109192,109161,1998
CHD4,RBBP4,"datetime(1998, 10, 16, 0, 0)",Q14839,Q09028,108804,106420,1998
MAP3K7,IKBKB,"datetime(1998, 8, 4, 0, 0)",O43318,O14920,112238,104565,1998
NLK,NLK,"datetime(1998, 2, 3, 0, 0)",Q9UBE8,Q9UBE8,109518,109518,1998
CTNNA1,DLG1,"datetime(1998, 4, 1, 0, 0)",P35221,Q12959,111578,113241,1998
HSPD1,HIST2H2BE,"datetime(1998, 9, 1, 0, 0)",P10809,Q16778,114322,107407,1998
